PNR,customer_email,account_number,reward_points_earned,reward_points_burned,total_reward_points,membership_tier_before_transaction,membership_tier,date_points_earned,points_before_transaction
LPXXMF,lori.bond@example.org,3910405476,334,0,718,Silver,Silver,9/14/2022,384
D5XXNW,melissa.villa@example.com,9904452003,339,0,647,Silver,Silver,9/14/2022,308
FKXX80,dawn.zamora@example.net,8668365521,2307,0,9367,Diamond,Diamond,6/30/2022,7060
DSXXXE,william.hill@example.net,2905286707,2188,0,5776,Gold,Diamond,6/30/2022,3588
CCXXZE,heather.spencer@example.net,5547013479,2118,279,2754,Silver,Gold,4/15/2022,915
D5XXM7,joshua.nguyen@example.org,5988961206,20648,0,20805,Silver,Platinum,4/15/2022,157
IDXXD8,brandon.serrano@example.org,8898600956,2933,0,3044,Silver,Gold,5/12/2022,111
GRXX3W,richard.smith@example.net,1705440477,271,0,425,Silver,Silver,5/12/2022,154
H7XX7J,javier.castro@example.org,2366394387,133,105,280,Silver,Silver,5/14/2022,252
BNXXM8,caleb.deleon@example.org,812292191,4716,0,9718,Diamond,Diamond,5/14/2022,5002
HBXX0J,john.rose@example.org,9389791433,1570,0,2214,Silver,Gold,8/18/2022,644
IXXX3F,jeffrey.castillo@example.org,2942459807,13,0,202,Silver,Silver,8/18/2022,189
K3XXGK,michael.marshall@example.com,4208888496,495,0,898,Silver,Silver,2/17/2022,403
PQXXPF,andrea.schmidt@example.com,2121077405,2141,0,2664,Silver,Gold,2/17/2022,523
O9XXFR,wesley.jordan@example.com,9932921729,1442,0,3456,Gold,Gold,7/23/2022,2014
PQXXPF,thomas.horn@example.net,993341501,702,0,849,Silver,Silver,7/31/2022,147
O9XXFR,dustin.garrett@example.org,1333799282,651,0,3541,Gold,Gold,7/31/2022,2890
M9XXMH,sharon.hardy@example.com,4222351127,16,66,82,Silver,Silver,6/3/2022,132
I6XXF4,john.gibson@example.net,7602303758,383,0,542,Silver,Silver,6/3/2022,159
ORXX9N,brian.perez@example.net,2821161263,24,0,61,Silver,Silver,7/2/2022,37
L9XXRY,robin.goodman@example.net,2882902485,125,0,823,Silver,Silver,7/2/2022,698
L9XXRY,kelly.coleman@example.org,1766234494,394,0,534,Silver,Silver,9/5/2022,140
N3XXG1,kristin.thomas@example.net,7609635238,1123,0,3644,Gold,Gold,9/5/2022,2521
GBXX5E,joshua.bullock@example.org,8606700908,301,0,364,Silver,Silver,8/13/2022,63
PNXX8Z,jodi.mccormick@example.com,579209719,2175,0,3678,,Gold,8/13/2022,1503
BXXXBV,lauren.valencia@example.net,4605483171,1748,0,4606,Gold,Gold,5/25/2022,2858
E7XXZV,jonathan.white@example.net,6351748019,36,0,47,Silver,Silver,5/25/2022,11
DHXXPS,jasmin.bell@example.net,3150963630,181,0,450,Silver,Silver,3/3/2022,269
L0XXS3,lisa.smith@example.org,2357950267,314,0,332,Silver,Silver,3/3/2022,18
A4XXRC,tyler.bishop@example.net,6616887503,1495,0,2122,Silver,Gold,7/26/2022,627
EZXX9X,mary.hess@example.org,8836303898,1997,0,4096,Gold,Gold,5/20/2022,2099
AQXX65,cindy.williams@example.org,5223951756,1442,1202,3240,Gold,Gold,5/20/2022,3000
O8XX5M,austin.wright@example.org,4246080626,298,0,549,Silver,Silver,5/14/2022,251
O8XX5M,sarah.dalton@example.org,837215808,2305,0,2948,Silver,Gold,5/14/2022,643
GTXX6Z,joshua.kelly@example.net,9488120898,96,0,339,Silver,Silver,7/30/2022,243
I4XX2L,adam.west@example.org,3854276320,366,0,581,Silver,Silver,7/30/2022,215
FVXXLH,taylor.gomez@example.com,2494820142,126,721,2959,Gold,Gold,6/22/2022,3554
G7XXMN,daniel.nelson@example.org,9894160532,128,0,269,Silver,Silver,6/22/2022,141
NNXXY6,david.ramirez@example.net,1702699384,3012,0,3560,Silver,Gold,9/19/2022,548
G7XXMN,judith.wyatt@example.com,7808947666,569,183,796,Silver,Silver,9/19/2022,410
LGXXYZ,john.phillips@example.com,1338233314,2761,0,3553,Silver,Gold,7/6/2022,792
ATXXSW,charles.jensen@example.net,3084064408,228,0,889,Silver,Silver,7/6/2022,661
CNXXTY,gloria.skinner@example.org,6884509925,199,0,253,Silver,Silver,7/14/2022,54
JSXX3D,christopher.wall@example.com,329384942,1572,0,2562,Silver,Gold,7/14/2022,990
OYXX82,michelle.reed@example.net,2520881962,910,0,3002,Gold,Gold,9/11/2022,2092
OYXX82,laura.roman@example.net,2244074528,168,0,715,Silver,Silver,9/11/2022,547
I7XXKK,andrea.graham@example.net,9930509304,38,0,682,Silver,Silver,9/25/2022,644
F4XXRX,brandon.jenkins@example.net,191255435,175,0,284,Silver,Silver,9/25/2022,109
CJXXWL,russell.hahn@example.org,8343550870,9,18,27,Silver,Silver,8/12/2022,36
D0XXF9,leslie.walker@example.org,5518431268,2261,0,4326,Gold,Gold,8/12/2022,2065
ISXX62,anne.bradford@example.com,2084986251,519,0,827,Silver,Silver,8/1/2022,308
M7XX42,tracy.young@example.com,6945315731,189,0,449,Silver,Silver,8/1/2022,260
C6XXL1,brian.frank@example.net,6115507702,576,0,618,Silver,Silver,9/27/2022,42
FXXXXD,gina.sandoval@example.com,2501963750,2230,0,2601,Silver,Gold,7/22/2022,371
AZXXX6,jason.duncan@example.net,4266296920,66,0,613,Silver,Silver,7/22/2022,547
AZXXX6,rachel.hamilton@example.com,1498722285,328,0,355,Silver,Silver,7/17/2022,27
NXXXPS,michael.garcia@example.org,1242977036,3622,608,4672,,Gold,8/24/2022,1658
GRXX2Q,robert.jackson@example.org,5678170788,1910,0,2732,Silver,Gold,8/24/2022,822
M5XXZ7,wendy.price@example.org,4221400252,162,0,995,Silver,Silver,7/25/2022,833
JZXXN0,eric.little@example.net,5497363785,552,0,3375,Gold,Gold,7/25/2022,2823
PYXXQ0,mackenzie.marsh@example.net,819346694,2622,0,2923,Silver,Gold,9/19/2022,301
JZXXN0,anthony.perry@example.org,7551843177,726,0,882,Silver,Silver,9/19/2022,156
G0XXFC,david.dunn@example.com,6866143847,55,0,165,Silver,Silver,9/9/2022,110
HLXXSF,mary.juarez@example.net,6900825527,774,0,871,Silver,Silver,9/9/2022,97
FRXX47,gwendolyn.hill@example.com,7273956101,325,0,453,Silver,Silver,8/1/2022,128
G6XX68,elizabeth.savage@example.net,4533940345,924,0,2859,,Gold,8/12/2022,1935
JFXX3C,abigail.anderson@example.net,2701168011,115,0,986,Silver,Silver,9/4/2022,871
B5XXF7,brandy.jimenez@example.org,6597449333,2517,6777,14919,Platinum,Platinum,7/17/2022,19179
DRXX7N,pamela.perry@example.org,8033409986,3101,0,3429,Silver,Gold,8/18/2022,328
B6XXK3,raymond.jarvis@example.com,157427775,23,0,151,Silver,Silver,6/24/2022,128
G4XXWH,natalie.hess@example.org,6551810652,903,0,2904,Gold,Gold,9/5/2022,2001
IDXXT5,andrew.mathis@example.com,2091395198,93,0,125,Silver,Silver,7/11/2022,32
DBXXG5,sherry.chen@example.net,8116769097,53,0,149,Silver,Silver,9/27/2022,96
HHXX8H,aaron.wolf@example.net,5185569979,257,0,741,Silver,Silver,9/7/2022,484
HNXX6R,douglas.jefferson@example.net,165598919,7367,0,9423,Gold,Diamond,2/25/2022,2056
C5XX58,yvonne.williams@example.com,8080449404,618,96,714,Silver,Silver,8/9/2022,192
C5XX58,austin.butler@example.net,5969561704,66,116,243,Silver,Silver,4/3/2022,293
K0XXP2,tiffany.porter@example.com,2499538323,254,0,638,Silver,Silver,4/3/2022,384
PPXX2J,angela.miller@example.com,3346456314,427,0,1000,Silver,,6/17/2022,573
PBXXVM,michael.moore@example.org,3302897088,1353,0,5344,Gold,Diamond,6/17/2022,3991
ISXXE9,derek.zuniga@example.net,5402597246,21,0,339,Silver,Silver,8/19/2022,318
DTXXFY,michael.marshall@example.org,2701161681,75,0,970,Silver,Silver,9/2/2022,895
M2XXYT,ronald.guerra@example.com,6422335246,95,0,328,Silver,Silver,7/18/2022,233
M2XXYT,victoria.richardson@example.net,1622714380,110,0,471,Silver,Silver,7/18/2022,361
ORXX00,hayley.rubio@example.com,8895400400,366,0,788,Silver,Silver,9/10/2022,422
ORXX00,ryan.robbins@example.org,4815290976,238,0,345,Silver,Silver,9/10/2022,107
NBXXDP,brandy.johnson@example.net,5488155078,165,0,240,Silver,Silver,8/24/2022,75
G8XXM4,brenda.mcintyre@example.org,2270642360,827,0,884,Silver,Silver,4/5/2022,57
H8XX4N,mariah.johnson@example.com,6690643389,5475,0,5698,Silver,Diamond,9/4/2022,223
EQXX6N,rachel.gibson@example.org,5852274737,928,0,2012,,Gold,5/27/2022,1084
ASXXQP,nicholas.cantu@example.com,3218863559,2148,0,2914,Silver,Gold,5/27/2022,766
EQXXWJ,melody.cowan@example.net,6242792877,399,0,4921,Gold,Gold,7/1/2022,4522
E1XXDY,michael.wilson@example.org,2834866392,17,0,390,Silver,Silver,7/1/2022,373
N2XXG6,travis.mcdonald@example.net,7700563712,1312,0,2861,,Gold,3/28/2022,1549
N2XXG6,debbie.morris@example.net,8547335166,632,0,715,Silver,Silver,3/28/2022,83
FNXX3C,crystal.huang@example.com,3594734694,266,0,286,Silver,Silver,5/24/2022,20
CNXXBB,anthony.jenkins@example.com,8572261415,505,0,778,Silver,Silver,7/23/2022,273
MHXXV8,elizabeth.weber@example.com,1584327114,746,0,942,Silver,Silver,7/23/2022,196
C3XX4M,breanna.hayes@example.org,3769945189,167,0,2334,Gold,Gold,6/7/2022,2167
EPXX3Q,christopher.smith@example.com,947994829,89,0,233,Silver,Silver,6/7/2022,144
A2XXXW,gabriel.lewis@example.net,3458807673,2149,0,2950,Silver,Gold,3/14/2022,801
LEXXXZ,david.allen@example.com,3402583736,3644,0,4738,,Gold,3/14/2022,1094
F1XXRQ,cassie.stein@example.net,8754496849,161,0,641,Silver,Silver,4/7/2022,480
F0XX4G,nancy.smith@example.org,1737475267,56,0,195,Silver,Silver,3/6/2022,139
PKXXPS,john.mcdaniel@example.org,8442050883,740,45,785,Silver,Silver,3/6/2022,90
NQXXNY,karla.gutierrez@example.com,7307515286,34,0,318,Silver,Silver,4/8/2022,284
NQXXNY,eric.miller@example.net,6812017305,243,0,919,Silver,Silver,1/7/2022,676
N5XXBV,emily.carroll@example.org,5134685987,3142,0,7757,Gold,Diamond,6/26/2022,4615
N5XXBV,christine.garcia@example.com,434226298,5456,0,5614,Silver,Diamond,8/24/2022,158
I8XX0K,desiree.mendez@example.com,3893921615,2784,0,3954,,Gold,5/3/2022,1170
PGXXHY,ashley.thomas@example.net,7444054832,416,0,598,Silver,Silver,5/3/2022,182
LMXXHK,kimberly.gray@example.com,8368535715,329,0,350,Silver,Silver,8/30/2022,21
HCXXXP,william.johnson@example.org,6715611981,464,0,915,Silver,Silver,8/30/2022,451
DEXXFW,lisa.pierce@example.org,5097289734,5806,0,7680,,Diamond,12/7/2021,1874
A6XXF0,gabriel.yates@example.net,3669629883,3367,0,4260,Silver,Gold,12/7/2021,893
CPXXPG,lisa.preston@example.net,6211265905,2000,0,3710,,Gold,8/20/2022,1710
EVXXHZ,holly.shannon@example.net,9109965775,219,0,771,Silver,Silver,8/20/2022,552
J8XX7H,holly.meyer@example.org,5539026639,7,0,317,Silver,Silver,7/22/2022,310
J8XX7H,karla.davis@example.net,5762820310,597,0,2403,,Gold,7/22/2022,1806
OSXX22,lisa.mitchell@example.com,9486363619,1142,0,4577,Gold,Gold,8/12/2022,3435
BQXXR3,julie.jackson@example.com,9592896819,2606,0,3095,Silver,Gold,12/8/2021,489
F3XXDE,james.peterson@example.com,1140678241,418,0,3116,Gold,Gold,12/8/2021,2698
BQXXR3,crystal.williams@example.net,3900071232,6,55,61,Silver,Silver,8/4/2022,110
DCXXZ3,miguel.estrada@example.net,8843772143,554,386,950,Silver,Silver,8/4/2022,782
B6XXGL,andrew.smith@example.net,4073167134,155,0,230,Silver,Silver,9/9/2022,75
FSXX3T,olivia.cole@example.net,1784684036,1755,0,2293,Silver,Gold,9/9/2022,538
FSXX3T,tyler.simmons@example.net,2408501990,394,0,879,Silver,Silver,4/11/2022,485
ACXX30,jennifer.fletcher@example.net,8991177593,872,0,972,Silver,Silver,4/11/2022,100
AWXXCB,robert.hood@example.org,2691190489,1756,0,3010,,Gold,5/14/2022,1254
JHXX60,brian.obrien@example.com,4351747665,2519,1286,4149,Gold,Gold,5/14/2022,2916
JHXX60,charles.davis@example.net,4838169583,251,0,724,Silver,Silver,8/27/2022,473
J2XX9Y,gary.mason@example.com,3018811310,472,130,653,Silver,Silver,8/24/2022,311
J2XX9Y,tanya.alexander@example.com,182750754,85,0,970,Silver,Silver,1/25/2022,885
LMXXDF,frances.santos@example.net,2836595489,220,0,970,Silver,Silver,1/25/2022,750
EDXXE3,anthony.ford@example.net,4892493430,370,0,2863,Gold,Gold,4/26/2022,2493
EDXXE3,sarah.schultz@example.com,7393890874,1,0,72,Silver,Silver,4/26/2022,71
FEXXWQ,donald.martin@example.org,6243517279,7,608,730,,Silver,6/27/2022,1331
J4XX9H,joseph.chen@example.net,4076200092,250,0,532,Silver,Silver,9/9/2022,282
NYXX58,dawn.simmons@example.org,5392127812,3923,0,7641,Gold,Diamond,8/28/2022,3718
J4XX9H,ryan.cruz@example.com,1621759095,359,0,623,Silver,Silver,8/28/2022,264
NYXX58,jodi.osborne@example.net,3929712969,2170,0,4667,Gold,Gold,4/11/2022,2497
D1XXG2,derek.schaefer@example.com,8627602375,211,0,693,Silver,Silver,4/11/2022,482
J6XXQ3,steven.tucker@example.net,6283490323,2126,0,6259,Gold,Diamond,9/15/2022,4133
NKXX3D,cynthia.kramer@example.org,2342116459,344,0,497,Silver,Silver,7/2/2022,153
JMXX8X,jeffrey.reed@example.com,5658827773,811,0,2042,,Gold,7/16/2022,1231
JMXX8X,jeffrey.weaver@example.net,1656130881,265,0,420,Silver,Silver,3/25/2022,155
OMXXMS,amy.stuart@example.org,7729774692,3981,0,7077,Gold,Diamond,4/19/2022,3096
LSXX6D,sean.snow@example.net,162216752,280,0,3498,Gold,Gold,4/19/2022,3218
LSXX6D,brian.williams@example.org,1671344168,18,0,158,Silver,Silver,3/8/2022,140
LCXXQQ,lori.owens@example.net,1572654751,748,0,2559,,Gold,3/8/2022,1811
IZXXG2,steve.clark@example.org,7645184022,17,0,270,Silver,Silver,6/23/2022,253
H6XXWL,joshua.ray@example.org,8299427651,664,0,765,Silver,Silver,5/19/2022,101
JXXXL0,valerie.marks@example.com,6918803982,91,0,430,Silver,Silver,1/27/2022,339
H6XXWL,kristen.thornton@example.org,7301493026,519,0,4467,Gold,Gold,7/22/2022,3948
L0XXHD,john.wu@example.com,8134620771,639,134,774,Silver,Silver,7/22/2022,269
AHXXV3,vicki.diaz@example.org,4278439025,62,0,168,Silver,Silver,6/12/2022,106
E8XXR7,carrie.mendez@example.com,5346906604,66,0,275,Silver,Silver,6/12/2022,209
E8XXR7,jessica.smith@example.com,4093268416,2693,0,2766,Silver,Gold,8/21/2022,73
JGXXE4,madeline.rogers@example.net,7782977408,2035,0,3253,,Gold,7/12/2022,1218
JGXXE4,steven.lopez@example.org,4510929538,1046,0,4745,Gold,Gold,7/6/2022,3699
BDXX2Q,angela.hall@example.org,3728962776,24,0,175,Silver,Silver,7/6/2022,151
M5XXZ3,kristen.young@example.net,2137728455,359,0,844,Silver,Silver,1/14/2022,485
PMXXTL,stephanie.holloway@example.com,3190584032,466,0,665,Silver,Silver,1/14/2022,199
GTXXLZ,megan.howard@example.net,7968316981,1370,0,2296,Silver,Gold,10/14/2021,926
GTXXLZ,teresa.marsh@example.org,1777628861,1894,0,3676,,Gold,10/14/2021,1782
GTXXLZ,susan.harrison@example.com,4167767349,2137,0,3616,,Gold,5/15/2022,1479
B5XX0T,stephanie.chan@example.net,1809097265,254,0,990,Silver,Silver,8/8/2022,736
DWXX7K,amy.morgan@example.com,5278017333,350,0,447,Silver,Silver,8/8/2022,97
GCXX35,sarah.dawson@example.org,1945129748,16,0,311,Silver,Silver,6/14/2022,295
HCXXZT,wanda.robinson@example.org,8593365309,62,0,246,Silver,Silver,6/14/2022,184
J9XXTG,daniel.mccann@example.net,5042903551,130,0,840,Silver,Silver,8/25/2022,710
IRXXRV,scott.williamson@example.com,8712141757,1326,0,2288,Silver,Gold,6/22/2022,962
O5XXW7,jason.williams@example.net,5008479046,3637,125,4203,Silver,Gold,7/23/2022,691
O5XXW7,michael.cohen@example.com,547129784,2355,0,2982,Silver,Gold,7/23/2022,627
JPXXLT,cassandra.morgan@example.net,3333240820,261,0,716,Silver,Silver,3/29/2022,455
JPXXLT,jennifer.mcdonald@example.com,5398442078,582,0,835,Silver,Silver,7/30/2022,253
N7XXF3,kristin.delgado@example.com,4537084332,438,79,517,Silver,Silver,7/30/2022,158
GSXXYW,timothy.lee@example.net,1935810369,171,0,341,Silver,Silver,6/12/2022,170
DHXXHN,william.white@example.com,1191418886,107,0,972,Silver,Silver,3/23/2022,865
IRXXD3,jonathan.casey@example.org,5780708159,9,0,298,Silver,Silver,3/23/2022,289
IRXXD3,joshua.wilson@example.org,5593534894,8779,0,9742,Silver,Diamond,2/26/2022,963
D7XXR3,kristine.price@example.net,9319029053,207,0,764,Silver,Silver,2/26/2022,557
D7XXR3,chelsea.myers@example.net,9799949019,41,0,55,Silver,Silver,9/6/2022,14
G1XXHJ,michelle.weber@example.com,2283310649,133,0,797,Silver,Silver,7/11/2022,664
BSXXNY,mary.grant@example.com,7117217319,485,0,4811,Gold,Gold,8/15/2022,4326
P6XXH1,hailey.johnson@example.com,8589220090,832,130,972,Silver,Silver,3/12/2022,270
N7XXNX,allen.reed@example.org,8180589700,27,0,893,Silver,Silver,8/19/2022,866
EXXXYB,wendy.waller@example.org,1258871924,731,0,777,Silver,Silver,1/27/2022,46
E8XXNL,martin.carr@example.com,8984059245,87,0,145,Silver,Silver,1/27/2022,58
M6XXQK,roger.bryant@example.org,7897040494,535,0,676,Silver,Silver,1/27/2022,141
N4XXLH,julia.oconnor@example.net,8958964924,4756,0,15649,Platinum,Platinum,7/5/2022,10893
GPXXD6,jennifer.morris@example.org,7300198217,573,0,649,Silver,Silver,7/30/2022,76
H3XX9T,rebecca.brown@example.com,3018109291,3412,0,4367,Silver,Gold,7/30/2022,955
IXXXM2,renee.williams@example.com,111244513,378,0,839,Silver,Silver,1/22/2022,461
IWXXKH,jesse.jefferson@example.org,8192703040,488,0,502,Silver,Silver,1/22/2022,14
MDXXHT,christopher.rojas@example.com,3077373437,2295,0,4430,Gold,Gold,7/1/2022,2135
M5XXCN,patrick.cruz@example.com,6873018722,1419,0,4965,Gold,Gold,7/1/2022,3546
ENXXGY,ernest.davis@example.org,8098413481,3277,0,3459,Silver,Gold,9/7/2022,182
LNXXHQ,jacqueline.warren@example.net,9645144419,204,0,360,Silver,Silver,9/7/2022,156
P9XXWM,robert.morgan@example.net,3307343198,5296,0,6749,,Diamond,8/21/2022,1453
K0XXEC,kathryn.carter@example.net,2847035288,760,0,963,Silver,Silver,8/21/2022,203
JHXXN6,lori.hardy@example.org,4275773533,5806,0,6264,Silver,Diamond,8/31/2022,458
GVXXHE,bradley.cook@example.org,1593292471,127,0,2016,,Gold,8/31/2022,1889
FPXXH4,nicole.stevens@example.com,6876406584,2335,0,2539,Silver,Gold,9/2/2022,204
LBXXMQ,gregory.harvey@example.com,3207566226,96,0,240,Silver,Silver,9/2/2022,144
FPXXH4,jeffrey.hernandez@example.org,2598232119,2512,0,7360,Gold,Diamond,8/29/2022,4848
LBXXMQ,robert.wells@example.com,5608310884,573,0,727,Silver,Silver,8/29/2022,154
JJXXN2,robin.carroll@example.com,3538908170,1678,0,2915,,Gold,8/31/2022,1237
ISXXVT,steven.pennington@example.org,1505923612,5,10,15,Silver,Silver,9/13/2022,20
OXXXM4,mary.gonzalez@example.com,7683241718,358,0,371,Silver,Silver,7/25/2022,13
OXXXM4,dana.paul@example.org,2528071911,14978,0,20645,Diamond,Platinum,7/9/2022,5667
IFXXHD,adrian.adams@example.com,2047980773,31,0,50,Silver,Silver,7/9/2022,19
ARXX4L,susan.mitchell@example.net,4375697691,75,0,291,Silver,Silver,8/6/2022,216
GNXXB3,kathy.hernandez@example.net,5340977464,426,0,738,Silver,Silver,8/16/2022,312
GNXXB3,denise.williams@example.com,3690617132,2725,0,4456,,Gold,7/30/2022,1731
GHXXGV,kenneth.tran@example.com,8538179680,1268,0,2457,,Gold,7/26/2022,1189
MJXX9H,brianna.larson@example.net,2590392363,120,0,516,Silver,Silver,7/28/2022,396
CQXXS6,emily.snyder@example.net,7558979630,222,0,227,Silver,Silver,8/17/2022,5
HTXX6R,javier.deleon@example.org,990390813,157,0,385,Silver,Silver,8/17/2022,228
HTXX6R,daisy.garcia@example.com,1710535318,106,84,190,Silver,Silver,12/28/2021,168
N6XX75,michael.scott@example.com,5276822549,281,294,606,Silver,Silver,12/28/2021,619
FMXXH4,mary.owens@example.net,2868766579,115,0,139,Silver,Silver,1/24/2022,24
ITXXN2,sarah.moody@example.org,4439819616,16,0,559,Silver,Silver,8/15/2022,543
PKXXBM,brian.kelley@example.net,8169653373,650,0,981,Silver,Silver,9/1/2022,331
IYXXSY,jason.stevenson@example.net,6525110839,212,0,275,Silver,Silver,9/1/2022,63
I3XXLV,martin.short@example.org,9572597830,8076,0,8418,Silver,Diamond,1/25/2022,342
DDXX90,anthony.rodriguez@example.net,5603693902,129,0,573,Silver,Silver,1/25/2022,444
J3XXCM,jennifer.fuentes@example.com,8502633357,371,0,935,Silver,Silver,9/20/2022,564
J3XXCM,thomas.velez@example.net,6120402408,357,0,502,Silver,Silver,9/20/2022,145
GKXXS7,melissa.torres@example.org,7550026799,139,0,177,Silver,Silver,6/20/2022,38
ECXXY9,tammy.williams@example.com,7041989442,1370,0,7211,Diamond,Diamond,6/20/2022,5841
A0XXJ7,angela.baker@example.org,2955355112,579,0,2818,Gold,Gold,2/22/2022,2239
MGXXV1,robyn.harris@example.com,2541662498,201,0,310,Silver,Silver,2/22/2022,109
N9XXZY,melissa.manning@example.org,4315235722,1914,0,3304,,Gold,8/23/2022,1390
K2XXYZ,jeffrey.leonard@example.com,2112873093,130,0,705,Silver,Silver,8/7/2022,575
N8XX0B,nancy.nichols@example.com,1469343067,4559,0,5174,Silver,Diamond,8/7/2022,615
CPXX0G,katelyn.lynn@example.com,9420771810,252,0,693,Silver,Silver,8/31/2022,441
G1XX0F,amanda.carey@example.org,46724767,2946,0,4120,,Gold,8/31/2022,1174
N6XXV8,luke.roberts@example.com,7658948673,276,0,918,Silver,Silver,6/6/2022,642
AJXXH9,dean.ingram@example.com,7694694426,127,0,131,Silver,Silver,6/6/2022,4
AJXXH9,max.macdonald@example.org,4387726017,194,0,496,Silver,Silver,8/31/2022,302
E6XXVD,christian.arnold@example.org,3803080477,1439,0,4175,Gold,Gold,4/4/2022,2736
HDXXXE,eric.lewis@example.net,5223789789,964,0,3848,Gold,Gold,4/4/2022,2884
B5XXYZ,michael.marsh@example.net,3745003744,287,0,325,Silver,Silver,7/11/2022,38
DLXX25,amy.cox@example.com,3061333658,1,0,391,Silver,Silver,7/11/2022,390
D8XX19,brianna.harris@example.org,2508268272,4407,0,4955,Silver,Gold,8/1/2022,548
DLXX25,alexander.armstrong@example.org,7993107932,771,0,4538,Gold,Gold,8/1/2022,3767
GJXXXY,danny.johnson@example.net,2139195562,10089,0,10772,Silver,Platinum,3/4/2022,683
GQXXN5,denise.johnson@example.org,97869341,2137,0,2148,Silver,Gold,3/4/2022,11
MWXX7P,heather.wilson@example.com,2711911026,23,64,87,Silver,Silver,8/28/2022,128
HBXX9N,marc.mcpherson@example.org,8202903272,14,95,109,Silver,Silver,8/28/2022,190
OVXX6C,deborah.rivera@example.net,6140119472,2022,0,3400,,Gold,6/24/2022,1378
P6XXG3,kyle.reed@example.com,9455359134,205,0,784,Silver,Silver,6/24/2022,579
AVXXGP,jeffrey.payne@example.com,1010559721,774,0,828,Silver,Silver,3/18/2022,54
F8XXEJ,steven.hernandez@example.net,4658355120,152,0,825,Silver,Silver,3/18/2022,673
F8XXEJ,donald.charles@example.org,4495074117,751,0,795,Silver,Silver,5/6/2022,44
CYXX6F,andrew.lopez@example.org,3535369045,231,0,316,Silver,Silver,8/18/2022,85
B2XX67,linda.king@example.net,9542958014,266,0,667,Silver,Silver,8/18/2022,401
P6XX8C,zoe.williamson@example.com,2612541405,3587,0,4301,Silver,Gold,8/22/2022,714
P6XX8C,debra.meadows@example.com,2910299594,44,0,75,Silver,Silver,8/23/2022,31
IZXXD0,vanessa.lee@example.com,6655012035,567,0,743,Silver,Silver,8/23/2022,176
F4XXF2,christian.dunn@example.com,9496678071,701,1384,3071,Gold,Gold,5/8/2022,3754
